Student_ID,GPA,SAT_Score,ACT_Score,Family_Size,Income_Level,Marital_Status,Support_Center_Utilization,Retention_Rate,Graduation_Rate,Life_Event,Institution_Type,Graduation_Age,Major,Study_Hours_Per_Week,Student_Loan_Amount,Campus_Engagement,First_Gen_Student,Enrollment_Status,Distance_From_Home,Work_Hours_Per_Week
2827,3.27,1287,28,2,High,Single,0.13,0.79,0.77,None,Private,22.2,Arts,11.2,50000,Medium,FALSE,Full-Time,61.8,11.6
2828,2.29,1090,24,3,Middle,Single,0.47,0.5,0.46,Financial Problems,Public,22.1,Health Sciences,19.5,34482.33,Low,FALSE,Full-Time,13.5,10.6
2829,3.24,1242,27,2,Middle,Single,0.56,0.86,0.87,None,Public,22.5,Health Sciences,14.1,23324.69,Low,FALSE,Full-Time,46.7,7.1
2830,2.28,1045,23,2,Low,Married,0.73,0.74,0.74,None,Public,23,Education,15.5,8612.98,High,FALSE,Full-Time,36.5,8.7
2831,2.39,844,18,1,Middle,Single,0.4,0.5,0.47,None,Public,23,STEM,6.2,32952.85,High,FALSE,Full-Time,108.3,8.7
2832,2.2,961,21,1,Middle,Married,0.65,0.5,0.48,Health Issues,Public,22.9,Education,19.6,11446.65,Low,TRUE,Part-Time,2,6.3
2833,3.29,1334,30,3,Low,Married,0.3,0.7,0.73,None,Public,22.7,Arts,12.3,9016.15,High,FALSE,Full-Time,19.9,18.9
2834,3.06,1058,23,1,Middle,Married,0.27,0.77,0.73,None,Public,22.3,Education,15.6,18228.34,Medium,FALSE,Full-Time,0,5.8
2835,2.81,1063,23,1,Middle,Single,0.32,0.67,0.66,None,Public,23.1,Health Sciences,16.8,11877.78,Low,TRUE,Full-Time,41.6,15.1
2836,2.31,1055,23,3,Middle,Married,0.28,0.52,0.56,None,Private,22,Business,18.2,32518.85,Low,TRUE,Full-Time,71.7,4.4
2837,3.16,1385,31,5,Low,Single,0.22,0.86,0.87,Financial Problems,Private,22.7,Education,13,13756.19,Low,TRUE,Full-Time,84.2,13.8
2838,3.18,1343,30,1,Middle,Single,0.18,0.96,0.91,None,Public,22.9,Health Sciences,4.4,33506.42,High,FALSE,Full-Time,21.2,14.5
2839,3.7,1432,32,2,High,Married,0.09,1,1,None,Public,22.5,STEM,22,22985.66,Medium,FALSE,Full-Time,55.7,6.9
2840,2.8,1076,24,1,Middle,Married,0,0.63,0.65,Financial Problems,Public,22.1,Education,22.5,17251.44,High,FALSE,Full-Time,0,13.5
2841,2.61,1144,25,1,Low,Single,0.25,0.5,0.55,None,Public,22.5,STEM,10,18518.92,Medium,TRUE,Full-Time,59.6,9.3
2842,2,872,19,3,High,Divorced,0.49,0.56,0.52,None,Public,22.1,STEM,17,15062.61,Medium,TRUE,Full-Time,51,1.9
2843,3.39,1321,29,2,Low,Single,0.43,1,0.97,Financial Problems,Public,22.8,Education,14,27460.74,Low,FALSE,Full-Time,35.9,3.3
2844,2.26,924,20,1,Low,Single,0.66,0.65,0.61,None,Public,23,Health Sciences,22.2,23331.75,Low,FALSE,Part-Time,59.3,13.9
2845,3.48,1132,25,4,High,Married,0,1,0.97,None,Public,22.7,STEM,13.6,9407.62,Medium,TRUE,Part-Time,80.2,4.4
2846,2.35,935,21,2,Middle,Single,0.61,0.56,0.59,Health Issues,Public,22.7,Education,11.1,11403.82,Medium,FALSE,Part-Time,90.3,10.4
2847,3.07,1011,22,3,Middle,Single,0.68,0.71,0.74,Family Issues,Public,22.9,Arts,9.4,9503.84,Medium,FALSE,Full-Time,19,10.8
2848,2.08,974,21,2,Low,Single,0.58,0.53,0.59,None,Private,22.9,Arts,15.5,27771.81,Medium,FALSE,Full-Time,32.9,11.5
2849,2.05,1008,22,1,Low,Single,0.76,0.5,0.5,Health Issues,Public,22.1,Business,14.8,35018.19,High,FALSE,Part-Time,70.8,10.3
2850,2.21,1019,22,2,Low,Single,0.39,0.62,0.55,Health Issues,Public,22,Business,25.1,31934.66,Medium,FALSE,Full-Time,37.2,11.5
2851,2.9,1017,22,1,Middle,Single,0,0.82,0.86,None,Public,22.6,Business,6.3,24244.09,Low,FALSE,Part-Time,74.2,17.2
2852,3.59,1225,27,1,Low,Single,0.11,1,1,None,Private,23,Business,9.9,32540,Medium,FALSE,Full-Time,65.3,17.7
2853,2.1,934,21,2,Low,Married,0.69,0.58,0.58,Financial Problems,Public,22,Health Sciences,8.9,22310.5,Medium,FALSE,Full-Time,22.2,5.5
2854,2.69,1133,25,1,Low,Single,0.17,0.7,0.63,Health Issues,Public,22.5,Education,7.1,25063.5,High,FALSE,Full-Time,49.1,5.6
2855,2.86,1282,28,1,Middle,Married,0.22,0.79,0.78,Health Issues,Private,23.1,Business,9.7,14968.73,Medium,FALSE,Full-Time,78.2,9.6
2856,2.01,1023,23,2,Middle,Single,0.34,0.5,0.44,None,Public,22.4,Education,19.5,15032.57,High,FALSE,Full-Time,48.1,5.2
2857,2.7,992,22,3,High,Single,0.37,0.7,0.72,None,Public,23.3,Arts,1,21328.49,High,FALSE,Full-Time,0,7.2
2858,2.73,1065,23,2,Low,Single,0.57,0.69,0.67,None,Private,23.2,Education,14.5,36935.26,Low,TRUE,Full-Time,29.9,5.3
2859,3.2,1276,28,4,High,Single,0.29,0.82,0.79,None,Public,22.4,STEM,23,35807,Medium,FALSE,Full-Time,59.1,17.1
2860,2.4,1129,25,6,Middle,Married,0.44,0.59,0.52,None,Public,22.3,Education,14.5,25965.22,High,FALSE,Full-Time,52.6,9.4
2861,3.04,1020,22,4,Middle,Single,0.24,0.8,0.86,None,Public,22.3,STEM,11.5,16940.2,Medium,FALSE,Full-Time,85.7,14.2
2862,2.78,1172,26,3,Low,Single,0.19,0.64,0.62,Health Issues,Public,22.6,STEM,13.6,10570.14,Low,TRUE,Full-Time,124.4,13.9
2863,2.5,934,21,2,Middle,Divorced,0.38,0.74,0.74,None,Private,22,Education,13.2,24958.92,Medium,FALSE,Full-Time,0,6.3
2864,2.57,1202,27,1,Low,Divorced,0.28,0.69,0.65,None,Public,22,Health Sciences,18.6,48958.88,High,FALSE,Full-Time,23.6,5.4
2865,2.85,1161,26,2,Middle,Single,0.41,0.73,0.64,Family Issues,Public,22,Arts,12.4,12245.71,High,FALSE,Full-Time,62.6,12.2
2866,2.72,1053,23,2,Middle,Single,0.4,0.61,0.58,None,Private,22.5,Business,11.1,17555.75,Medium,TRUE,Part-Time,47.8,18.4
2867,2.53,974,21,2,Low,Single,0.3,0.71,0.7,None,Private,23.5,Education,12,28855.51,High,FALSE,Part-Time,44.5,14.2
2868,2.46,966,21,1,Middle,Single,0.44,0.64,0.65,Health Issues,Public,22,STEM,27.5,36537.06,Medium,FALSE,Part-Time,0,5.7
2869,3.1,1180,26,2,High,Single,0.15,0.7,0.68,Health Issues,Public,22.4,Education,16.2,27376.38,Low,FALSE,Full-Time,47.7,13.1
2870,2.87,1284,28,4,Low,Single,0.05,0.71,0.68,None,Private,22.4,STEM,23.9,18626.54,Low,FALSE,Part-Time,18.8,10.4
2871,2.57,1004,22,1,Low,Single,0.33,0.71,0.63,None,Public,22.4,STEM,24.3,13098.36,Medium,FALSE,Full-Time,44,13.7
2872,2.96,1168,26,1,Middle,Single,0.25,0.79,0.8,Health Issues,Public,23.1,Arts,15.7,33072.98,Medium,TRUE,Part-Time,0,8.7
2873,2.07,800,18,2,Middle,Married,0.6,0.57,0.53,Health Issues,Public,22.1,Business,16.5,8026.57,Medium,TRUE,Full-Time,78.5,15.5
2874,2.55,1012,22,1,Middle,Single,0.74,0.65,0.71,Health Issues,Public,22,STEM,15.2,0,Medium,TRUE,Part-Time,45.1,5.3
2875,2.36,1095,24,3,Low,Single,0.73,0.69,0.7,Family Issues,Public,22.2,Arts,19.7,37625.18,Low,FALSE,Full-Time,6.4,13.4
2876,2.01,963,21,2,Low,Married,0.48,0.63,0.66,None,Public,22.2,Education,18,29594.65,Medium,TRUE,Full-Time,101.4,13.2
2877,2,959,21,1,Low,Divorced,0.41,0.57,0.56,Health Issues,Private,22,Business,17.7,4835.42,Low,FALSE,Part-Time,33,10.2
2878,2.74,999,22,3,Low,Single,0.57,0.63,0.64,Health Issues,Private,22.6,Arts,14.5,27535.2,Low,FALSE,Part-Time,45.9,13.1
2879,3.11,1143,25,1,High,Single,0.15,0.67,0.63,None,Public,22,STEM,4.9,15332.8,Low,FALSE,Full-Time,62,12.6
2880,2.93,1071,24,3,Low,Married,0.07,0.68,0.62,Financial Problems,Public,22.5,Business,11.6,6692.16,Low,FALSE,Part-Time,41.7,7.5
2881,2.09,800,18,1,Low,Single,0.23,0.72,0.72,None,Public,22.3,STEM,14.2,22640.69,Low,FALSE,Full-Time,62.8,7.6
2882,2,800,18,2,High,Single,0.79,0.53,0.56,None,Public,22,Education,17.9,11923.22,High,FALSE,Part-Time,46.4,2.5
2883,2.21,1008,22,1,High,Single,0.1,0.77,0.67,Health Issues,Public,22.9,STEM,19.3,12871.09,High,TRUE,Full-Time,43.8,10.6
2884,2.97,1168,26,3,Low,Single,0.31,0.73,0.71,None,Public,22.4,Health Sciences,4.8,9262.77,Low,FALSE,Full-Time,44.1,0.9
2885,2.04,800,18,3,Middle,Married,0.47,0.5,0.59,None,Public,22.5,Business,12.8,22167.95,Low,TRUE,Full-Time,51.5,15.4
2886,2.5,1025,23,3,Middle,Single,0.4,0.62,0.64,None,Public,22.8,Education,19.5,31152.22,Medium,FALSE,Part-Time,81.9,10.7
2887,2.66,1021,22,2,Low,Married,0.61,0.66,0.73,None,Public,22.6,Business,13.3,10059.21,High,FALSE,Full-Time,36.6,7.1
2888,3.27,1308,29,3,Middle,Single,0.15,0.74,0.71,None,Public,22.6,STEM,16.7,24543.56,Medium,TRUE,Full-Time,74.7,17.1
2889,2.64,1042,23,2,High,Single,0.32,0.55,0.52,None,Public,22.1,Arts,14,24254.79,Medium,TRUE,Full-Time,69.6,12.5
2890,2.7,1157,26,2,Middle,Married,0,0.73,0.77,None,Public,22,STEM,8.7,7326.06,Medium,FALSE,Full-Time,10.6,8.5
2891,3.1,1121,25,1,Middle,Single,0.14,0.88,0.91,None,Public,22.6,Business,14.4,20879.62,Medium,FALSE,Full-Time,0,13.2
2892,2,800,18,4,Middle,Single,0.47,0.74,0.74,None,Public,22,Business,6.4,28718.91,Medium,FALSE,Part-Time,55.4,12.9
2893,2.64,1215,27,2,Middle,Single,0.5,0.62,0.55,None,Public,22.9,Business,21.5,31415.1,Medium,FALSE,Full-Time,45.4,17.3
2894,2.6,1132,25,4,Middle,Single,0.32,0.61,0.67,None,Private,22.4,Business,13.8,18991.66,High,FALSE,Full-Time,48.3,7.9
2895,2.84,1176,26,3,Low,Single,0.28,0.63,0.76,None,Private,22.8,STEM,17,9284.41,Medium,TRUE,Full-Time,39.2,13.5
2896,4,1600,36,1,High,Single,0,1,0.92,None,Public,22,STEM,6.3,21679.3,Low,FALSE,Full-Time,25.3,15.8
2897,2,800,18,1,High,Single,0.69,0.58,0.65,None,Public,22,Arts,12.7,23106.28,Medium,FALSE,Full-Time,65.1,20.3
2898,3.34,1358,30,3,Low,Married,0,0.75,0.72,Family Issues,Public,23.3,Education,11.9,12223.98,Medium,FALSE,Full-Time,67.7,14.3
2899,2.27,1056,23,1,Low,Married,0.53,0.5,0.48,None,Private,22.4,STEM,13.1,2489.39,High,FALSE,Full-Time,81.1,9.9
2900,3.09,1143,25,1,Middle,Married,0.32,0.87,0.88,Health Issues,Private,23,STEM,11.6,28024.6,Low,FALSE,Part-Time,42.4,5.6
2901,2.54,1093,24,1,Middle,Single,0,0.67,0.61,Family Issues,Public,22,Business,18.9,22588.23,Medium,FALSE,Full-Time,73.3,6.4
2902,2.56,1036,23,1,High,Married,0.29,0.72,0.71,Health Issues,Public,22.4,Health Sciences,15.2,8308.42,High,TRUE,Full-Time,53.4,5.6
2903,2.98,1014,22,1,Low,Married,0.53,0.66,0.58,None,Private,23.2,Arts,15.5,36520.92,Medium,TRUE,Full-Time,20.6,11.5
2904,3.03,1149,25,3,Middle,Married,0.28,0.57,0.59,None,Private,22,Education,14.9,23944.79,Medium,FALSE,Full-Time,88,6.1
2905,2,872,19,2,Middle,Single,0.42,0.5,0.61,Health Issues,Public,23.6,Health Sciences,22.6,3942.1,Medium,TRUE,Full-Time,82.3,11.2
2906,2.5,1212,27,1,Middle,Married,0.39,0.69,0.66,None,Public,22.6,Arts,6.4,25782.4,Medium,FALSE,Part-Time,81.7,13
2907,2.57,1037,23,2,Middle,Single,0.12,0.85,0.85,Health Issues,Public,22.1,Arts,15.5,33690.71,Low,FALSE,Part-Time,73.8,13.1
2908,2,930,20,1,Middle,Single,0.51,0.5,0.49,Family Issues,Public,22.7,Education,17.2,17054.17,Medium,FALSE,Full-Time,55.9,11.2
2909,2.78,1032,23,3,Low,Single,0.14,0.92,0.97,Family Issues,Public,23.1,Business,17.7,38658.25,High,FALSE,Part-Time,43.4,14.2
2910,3.23,1288,28,2,High,Married,0.43,0.89,0.91,None,Public,22.1,Health Sciences,3.2,18718.1,Medium,TRUE,Full-Time,59.7,8.7
2911,2.6,1019,22,1,Low,Single,0.4,0.51,0.56,None,Public,22.2,Business,10.2,31240.17,Medium,FALSE,Full-Time,42.8,7.6
2912,2.67,1153,25,1,Low,Single,0.3,0.69,0.66,None,Public,22.6,Health Sciences,15.5,0,Low,TRUE,Full-Time,3.1,11.2
2913,3,990,22,3,Middle,Single,0.41,0.84,0.86,Health Issues,Public,22.7,Education,18.4,19871.73,Low,FALSE,Part-Time,83.8,7.3
2914,3.89,1213,27,1,Middle,Single,0,0.73,0.56,None,Private,22.4,STEM,2.7,32757.55,Low,FALSE,Full-Time,73.4,11.4
2915,2.92,1202,27,5,Middle,Single,0.27,0.8,0.83,None,Private,22.7,STEM,12,305.98,High,TRUE,Full-Time,6.7,5.1
2916,3.55,1377,30,4,Middle,Married,0.38,1,0.94,None,Public,22.9,Business,19,35971,High,TRUE,Full-Time,55.6,14.1
2917,2.71,1073,24,3,Middle,Married,0.38,0.72,0.7,None,Public,22.6,Business,19.7,29968.84,Medium,FALSE,Full-Time,39.2,12.4
2918,2.92,1200,27,1,Middle,Single,0.27,0.72,0.76,None,Public,22.2,STEM,18.7,28810.31,Low,FALSE,Full-Time,80.2,11.1
2919,2.54,1114,25,1,Low,Single,0.36,0.62,0.54,None,Public,22.5,Health Sciences,16.3,24005.71,Medium,TRUE,Full-Time,46.8,9.9
2920,2.91,1294,29,1,High,Married,0,0.7,0.76,None,Public,23.4,STEM,18.9,9715.18,Medium,FALSE,Full-Time,51.8,1.5
2921,2.14,992,22,1,Middle,Married,0.18,0.5,0.49,None,Public,22.7,Education,19.7,21899.87,High,FALSE,Full-Time,33.7,20.1
2922,3.15,1211,27,7,Low,Single,0.05,0.72,0.79,Family Issues,Private,23.1,Business,20.3,22434.49,Low,FALSE,Full-Time,53,13.9
2923,2.52,1070,24,1,Middle,Single,0.38,0.59,0.54,Health Issues,Public,22.2,Arts,22.9,0,Medium,FALSE,Full-Time,48.9,19.7
2924,2,1090,24,1,High,Married,0.37,0.51,0.42,None,Public,22.6,Arts,15.5,15167.46,High,TRUE,Part-Time,64.2,16.2
2925,2.92,1113,25,4,Low,Single,0.2,0.67,0.67,Family Issues,Public,22.9,Health Sciences,21.5,18399.12,High,FALSE,Part-Time,22.9,16.7
2926,2.83,1137,25,1,Low,Single,0.68,0.62,0.65,None,Public,23.3,Business,14,25368.87,Low,FALSE,Full-Time,0.7,4.7
2927,3.11,1082,24,2,Middle,Married,0.5,0.85,0.89,Health Issues,Public,23.1,Business,14.6,14390.66,Low,FALSE,Full-Time,46.5,12.7
2928,2.94,1132,25,5,Low,Single,0.06,0.77,0.72,Family Issues,Public,22,Arts,23.5,15375.15,Low,FALSE,Full-Time,56.1,14.5
2929,2.9,1336,30,1,High,Married,0.49,0.67,0.59,None,Public,23.1,Business,26.2,10620.76,Low,TRUE,Full-Time,49.6,14.9
2930,2.45,1247,28,3,Middle,Divorced,0.58,0.66,0.65,None,Public,23.3,Arts,16.1,43832.61,Low,FALSE,Full-Time,22.7,12.9
2931,2.86,1230,27,1,Low,Single,0.51,0.67,0.7,Family Issues,Private,22.2,Arts,18.3,7986.4,High,FALSE,Part-Time,0,10.3
2932,2.39,1031,23,2,High,Married,0.4,0.6,0.63,None,Public,22.1,Education,5.3,5526.9,High,TRUE,Full-Time,59.9,13.8
2933,2.7,966,21,1,Middle,Married,0.43,0.77,0.85,Health Issues,Public,22.5,Health Sciences,13.5,26467.52,Low,FALSE,Part-Time,122.4,11.9
2934,3.11,1243,27,2,High,Married,0.15,0.72,0.7,None,Public,22.6,Health Sciences,18.2,12182.56,Low,TRUE,Full-Time,76.6,8.5
2935,3.42,1231,27,2,Middle,Married,0,0.74,0.65,Health Issues,Private,22.3,STEM,14.4,6043.35,Medium,FALSE,Full-Time,66.5,16
2936,2.9,1320,29,1,Middle,Single,0.64,0.71,0.77,None,Public,22,Business,15.3,17912.86,High,FALSE,Full-Time,34.7,16.2
2937,2.81,1009,22,2,Middle,Single,0.43,0.57,0.58,None,Private,23.2,Business,15.8,19728.18,Medium,FALSE,Part-Time,103,5.4
2938,2.88,1065,23,1,Middle,Single,0.49,0.69,0.71,Health Issues,Public,22.1,STEM,19.4,25291.27,Low,FALSE,Full-Time,47.3,6.8
2939,2,854,19,3,Low,Single,0.89,0.5,0.54,None,Public,22.2,Education,7.1,22128.82,Medium,TRUE,Full-Time,88,5.4
2940,3,1041,23,3,High,Single,0.3,0.5,0.57,None,Private,22.6,Health Sciences,23.4,20862.07,Medium,TRUE,Full-Time,112.8,1.4
2941,3.15,1249,28,2,Low,Single,0,0.84,0.84,None,Private,22,STEM,19.9,24960.39,High,FALSE,Full-Time,32.3,16.4
2942,2.69,1030,23,1,Middle,Single,0.18,0.65,0.71,None,Public,22,STEM,16.3,28384.08,Medium,TRUE,Full-Time,81.1,26.1
2943,2.73,1196,26,4,Low,Single,0.27,0.8,0.83,Health Issues,Private,22.3,Health Sciences,15,14287.83,Low,TRUE,Full-Time,20.7,14.2
2944,3.06,1071,24,2,High,Single,0.12,0.79,0.75,Health Issues,Private,22.9,Business,8.9,14764.43,Low,FALSE,Full-Time,69.3,8.5
2945,2.52,1148,25,1,Middle,Single,0.24,0.7,0.69,Financial Problems,Public,22.6,Business,15.3,27473.87,High,FALSE,Full-Time,17.1,6.7
2946,2.57,927,20,3,High,Single,0.29,0.76,0.79,None,Public,22,Education,7.8,17248.95,Medium,FALSE,Part-Time,93.4,5
2947,3.03,1112,25,2,Middle,Married,0.51,0.74,0.71,None,Private,23.2,STEM,22.5,12284,Low,FALSE,Full-Time,49.8,16.6
2948,2,800,18,1,High,Married,0.44,0.5,0.54,Health Issues,Public,22.9,Arts,19.2,13268.29,High,TRUE,Full-Time,23,4.5
2949,3.27,1071,24,1,Middle,Single,0.3,0.66,0.67,Family Issues,Public,22.6,STEM,16.9,5303.46,High,FALSE,Full-Time,38.4,13.1
2950,2.21,855,19,4,Middle,Single,0.51,0.68,0.7,None,Public,22.6,Business,8.8,24159.09,Medium,FALSE,Full-Time,57,10
2951,3.4,1280,28,1,Middle,Married,0.09,0.84,0.91,Health Issues,Public,22.8,STEM,8.5,38348.21,High,FALSE,Full-Time,15.4,12.8
2952,2.58,1216,27,2,Low,Single,0.12,0.55,0.56,Health Issues,Private,23.7,Education,9.5,29618.58,Low,TRUE,Part-Time,46.7,14
2953,3.56,1170,26,1,Low,Married,0.11,0.96,0.97,Health Issues,Public,22.9,STEM,14,13501.49,High,FALSE,Full-Time,50,10.1
2954,2.95,1328,29,2,High,Divorced,0.25,0.52,0.52,None,Public,22.7,Arts,22,0,High,TRUE,Full-Time,76.5,4.9
2955,2.7,957,21,1,Middle,Single,0.36,0.63,0.63,Family Issues,Public,22,Arts,18.6,9607.98,Low,FALSE,Full-Time,120.5,17.6
2956,3.11,1362,30,1,High,Single,0.34,0.87,0.88,None,Public,22.6,Arts,17.9,19105.27,High,TRUE,Full-Time,22.7,15.5
2957,2.91,1239,27,3,Low,Single,0,0.68,0.75,Family Issues,Public,22.9,Health Sciences,13.8,27874.17,Medium,FALSE,Full-Time,66.6,8.2
2958,2.9,1064,23,3,Middle,Single,0.25,0.65,0.62,None,Private,22.4,Arts,14.3,27555.79,High,FALSE,Part-Time,48.1,9.1
2959,3.48,1270,28,3,Low,Single,0,0.83,0.8,None,Public,22.2,Education,17.7,15827.03,Low,FALSE,Part-Time,72.2,11.6
2960,2,934,21,1,Middle,Married,0.44,0.5,0.56,None,Public,22.8,Education,15.1,19377.21,High,TRUE,Full-Time,64.2,16.7
2961,2.77,976,21,1,Middle,Married,0.62,0.76,0.74,None,Private,22,Arts,16,13922.12,High,FALSE,Full-Time,116.8,20
2962,2.84,1008,22,1,Middle,Single,0.61,0.7,0.71,Financial Problems,Public,22.9,Business,8,15036.66,Medium,FALSE,Part-Time,46.2,7.8
2963,2.27,1020,22,2,Low,Married,0.68,0.54,0.51,Financial Problems,Private,22.3,Health Sciences,23.8,22480.78,Medium,FALSE,Part-Time,96,0
2964,2.83,941,21,3,Low,Married,0.16,0.68,0.6,Family Issues,Private,22,STEM,8.6,14834.04,Medium,FALSE,Part-Time,91,9.1
2965,2.77,1283,28,2,Middle,Single,0.23,0.69,0.7,None,Public,22.3,Business,16.2,7489.09,Low,FALSE,Part-Time,19.9,11.3
2966,2.47,1061,23,3,Middle,Single,0.64,0.68,0.74,None,Public,22.5,Education,14.8,20957.51,Low,FALSE,Full-Time,69.5,18.9
2967,3.03,1152,25,2,Low,Married,0.32,0.75,0.75,None,Public,22.8,Business,18.5,26043.83,High,FALSE,Full-Time,3,12.7
2968,2.28,1014,22,2,Middle,Single,0.32,0.5,0.43,Family Issues,Private,22.7,Arts,18.6,15207.44,Low,FALSE,Full-Time,52.6,5.8
2969,2.15,826,18,1,Low,Single,0.75,0.59,0.6,None,Public,22,STEM,21.5,44097.57,Medium,FALSE,Full-Time,59.5,16.6
2970,2.92,1140,25,2,Low,Single,0.27,0.78,0.74,None,Private,22.6,Health Sciences,11.8,19140.47,Medium,FALSE,Part-Time,32,7.1
2971,2,813,18,2,Middle,Married,0.56,0.52,0.4,Family Issues,Public,22.2,Health Sciences,20.8,11849.36,Low,TRUE,Full-Time,28.6,10
2972,2.97,1089,24,2,Middle,Single,0,0.85,0.85,None,Public,22.3,Health Sciences,15.4,38190.99,Medium,FALSE,Full-Time,51.6,12.2
2973,2.17,894,20,1,Low,Single,0.52,0.55,0.57,None,Public,22,STEM,18.3,34245.11,Medium,TRUE,Full-Time,22.8,11.4
2974,3.56,1398,31,1,Middle,Married,0,1,1,Family Issues,Public,22.5,STEM,20.5,44089.47,Low,FALSE,Full-Time,70.7,18.3
2975,3.44,1236,27,1,Low,Single,0.21,1,1,None,Private,24,Business,17.2,19659.66,High,FALSE,Full-Time,9.5,10.3
2976,3.03,1115,25,1,Middle,Single,0.27,0.81,0.85,Family Issues,Public,23.4,STEM,7.4,16322.77,High,FALSE,Full-Time,54,12.2
2977,3.46,1289,29,3,Middle,Single,0.04,0.79,0.84,None,Private,22,Arts,16.3,19227.74,Medium,FALSE,Full-Time,30.3,0.4
2978,2.09,973,21,2,High,Single,0.57,0.51,0.44,None,Private,22.5,Education,19.2,26341.89,Medium,TRUE,Full-Time,58.8,5.5
2979,3.11,1181,26,2,Middle,Single,0.33,0.9,0.98,Health Issues,Public,22.3,STEM,15.6,32116.94,Low,FALSE,Full-Time,72.2,7.2
2980,2.56,1129,25,2,Low,Single,0.36,0.5,0.56,None,Public,22.6,STEM,21.3,30215.33,Medium,FALSE,Full-Time,53.7,4
2981,2.46,1139,25,1,High,Married,0.3,0.58,0.56,None,Private,23,Health Sciences,16.4,20169.54,Low,FALSE,Full-Time,76.3,7.1
2982,3.21,1290,29,3,Middle,Single,0.12,0.77,0.8,None,Private,22.4,Business,20.7,27263.38,Medium,FALSE,Part-Time,74.9,10.7
2983,2.75,1209,27,4,Low,Married,0.47,0.6,0.63,Family Issues,Public,22.1,STEM,14.5,10276.65,High,TRUE,Full-Time,50.1,0.5
2984,3.1,1143,25,2,Low,Married,0.15,0.86,0.93,None,Public,23.1,Arts,20.9,10848.63,Low,FALSE,Full-Time,49.1,8.2
2985,2.37,851,19,2,Low,Married,0.66,0.63,0.62,None,Private,22,Education,12.8,21379.43,Low,TRUE,Full-Time,41.9,10.9
2986,2,955,21,1,High,Single,0.34,0.5,0.46,Health Issues,Private,22.6,Education,15.8,0,High,FALSE,Full-Time,33.1,12.3
2987,2.46,1081,24,2,Low,Single,0.76,0.67,0.65,None,Public,22,Arts,9.5,20033.66,Medium,TRUE,Full-Time,52,15.2
2988,2.35,1114,25,2,Middle,Married,0.2,0.57,0.62,Financial Problems,Private,22,Arts,14.1,29606.37,High,FALSE,Full-Time,48.1,16.5
2989,2.19,930,20,6,Middle,Single,0.46,0.5,0.4,None,Public,22.9,Business,16.2,23905.54,Low,FALSE,Full-Time,86.8,4.7
2990,3.79,1461,32,2,Middle,Single,0,0.88,0.73,Financial Problems,Public,22.2,Arts,7.3,34030.66,Low,TRUE,Full-Time,60.2,15
2991,3.25,1327,29,1,High,Single,0.24,0.86,0.9,Financial Problems,Private,22,Health Sciences,22,15799.31,Low,TRUE,Full-Time,40.3,7.4
2992,2.8,1190,26,2,Middle,Single,0.14,0.79,0.81,None,Public,22.1,Health Sciences,16,5466.26,Low,FALSE,Part-Time,111.6,20.5
2993,3.17,1110,24,6,Middle,Married,0,0.74,0.74,Family Issues,Public,22.1,Arts,18.4,12121.49,Medium,FALSE,Full-Time,24.6,5.8
2994,2,1068,24,3,Low,Single,0.46,0.55,0.49,None,Public,22,Arts,14.8,20926.31,High,TRUE,Full-Time,36.2,21
2995,2.76,957,21,1,Middle,Single,0,0.85,0.76,None,Public,22.8,Business,12.5,36874.9,Low,TRUE,Full-Time,107.9,7.2
2996,2.62,1111,25,1,Middle,Single,0.42,0.53,0.5,Health Issues,Public,22,Business,4.9,38953.69,Medium,TRUE,Full-Time,53.6,16.2
2997,2.82,1138,25,1,Low,Single,0.11,0.74,0.76,Health Issues,Public,22.2,Health Sciences,18.4,0,Medium,TRUE,Full-Time,24.3,7.9
2998,2.13,913,20,4,Middle,Single,0.33,0.61,0.59,None,Public,22.6,Arts,20.9,17811.21,Low,FALSE,Full-Time,31.4,12.7
2999,3.34,1150,25,2,Middle,Divorced,0.23,0.83,0.87,None,Public,22.3,Business,15.4,12333.62,Low,TRUE,Part-Time,33.4,9.9
3000,2.32,1076,24,3,Middle,Single,0.47,0.7,0.66,None,Public,22.3,Arts,8.7,13436.61,Low,TRUE,Full-Time,40.5,15.5
3001,2.04,813,18,1,Middle,Married,0.76,0.73,0.7,None,Private,22.1,STEM,20.6,17723.77,Medium,FALSE,Full-Time,41.5,4.3
3002,2.59,970,21,4,Low,Married,0.64,0.68,0.72,None,Public,22,Health Sciences,21,12352.98,Low,FALSE,Full-Time,58.6,0.1
3003,2.11,1037,23,1,Middle,Single,0.62,0.5,0.49,None,Public,22.2,Arts,16.6,25949.08,Medium,TRUE,Full-Time,85.8,4.8
3004,3.18,1383,31,1,Middle,Single,0.16,0.89,0.88,Health Issues,Public,22.8,Business,18.1,36399.58,Low,FALSE,Full-Time,0,14.1
3005,2.91,1183,26,1,Middle,Married,0.3,0.81,0.78,Health Issues,Public,22.3,STEM,22.2,35978.52,Low,FALSE,Full-Time,82.1,14
3006,2,899,20,1,Low,Married,0.57,0.5,0.46,Health Issues,Private,22.6,Arts,18.2,12107.28,Low,FALSE,Part-Time,64.6,19.6
3007,2.69,1172,26,5,Low,Single,0.58,0.67,0.69,Health Issues,Private,23.1,Health Sciences,19.1,18587.74,Medium,FALSE,Full-Time,48.1,14.8
